id,premise,hypothesis,label,explanation,type,idiom
6366,"When an opportunity arises or a crisis occurs, life challenges you not to act.",Life is asking you to step up to the plate.,Contradiction,"To step up to the plate means to take action in response to an opportunity or crisis, but in this context life is asking the person not to act.",Idiom,step up to the plate
7165,The atmosphere was light and cheerful.,The atmosphere was like a funeral chamber for some big shot human being.,Contradiction,"A funeral chamber is a room where someone who has died is kept before their funeral, and it is typically somber and not light and cheerful",Simile,
2526,I spilled my drink all over the table and myself twice at a restaurant. ,Spilling my drink all over the table and myself twice at a restaurant makes me feel so cool,Contradiction,Spilling a drink is never a good thing and doing it twice at a restaurant shows lack of care and common sense.,Sarcasm,
7188,I'll expect you to fail miserably at something on the first try.,I 'll expect you to nail it on the first try.,Contradiction,"To nail it means to succeed at something in a particularly impressive way, but the context describes expecting someone to fail",Idiom,nail it
5712,My kids don't like to listen and it drives me crazy.,I love the fact that my kids don't listen to me and it totally make me happy.,Contradiction,"Kids who do not listen to their parents are often disobedient and doing things that will get them in trouble, so being happy about this goes against what should be a natural feeling of frustration and anger.",Sarcasm,
2552,The bullet retreated her chest.,The bullet pierced her chest.,Contradiction,"To pierce something means to go through it, while to retreat something means to move back or away from it.",Metaphor,
6663,"That might be typical corporate thinking when you were relaxed and not under any pressure or stress, but with technologies like these it was dangerous as hell.","That might be typical corporate thinking when you were under the gun, but with technologies like these it was dangerous as hell.",Contradiction,"To be under the gun means to be in a stressful situation that requires quick action, but this context is saying that such thinking is not dangerous when technologies are involved",Idiom,under the gun
2777,You know how this place is; it's a situation where some behavior or action will eventually lead to a worse form of the same behavior or action or a disastrous outcome.,You know how this place is; it's a slippery slope to the bottom.,Entailment,A slippery slope is a situation where some behavior or action will eventually lead to a worse form of the same behavior or action or a disastrous outcome.,Idiom,slippery slope
4349,He's clean,He's like a pig in a wallow.,Contradiction,"When pigs wallow, they roll around in mud and water to cool off and get rid of parasites, so they would not be clean",Simile,
7514,There's nothing that ticks me off more than someone who tries too hard to make an impression.,I absolutely love it when someone is trying too hard to be something they're not and it totally doesn't make me angry at all,Contradiction,"When someone is trying too hard to be something they're not, it often results in them being fake and not genuine which can cause anger in people.",Sarcasm,
3706,Her passion is ebbing through the air.,Her passion is streaming through the air.,Contradiction,"To stream something means to flow continuously and rapidly, while to ebb something means to recede or diminish.",Metaphor,
1366,"Hell with it, he thinks, I'm not going to give this my all.","Hell with it, he thinks, go for broke.",Contradiction,"To go for broke means to give something one's full effort, but in this sentence he decides not to give it his all",Idiom,go for broke
2205,"If he hasn't figured out how to die yet than maybe we can share ideas, because one person working alone can achieve just as much as two people who work together.","If he hasn't figured out how to die yet than maybe we can share ideas, two heads are better than one.",Contradiction,"The idiom two heads are better than one means that two people who are trying to solve a problem together achieve more than one person who works alone, but the contradiction is that one person working alone can achieve just as much.",Idiom,two heads are better than one
